"date","title","time","class"
"24 Januari 2019","BPKH: Tidak Ada Satu Rupiah Dana Haji untuk Infrastruktur","14:20 WIB","Neutral"
"24 Januari 2019","Sepanjang 2018, BPKH Kelola Dana Haji Sebesar Rp 113 Triliun","14:00 WIB","Positive"
"24 Januari 2019","Kemendag Musnahkan Barang Sitaan Senilai Rp 90 Miliar","13:34 WIB","Positive"
"24 Januari 2019","DPR Dorong Perusahaan China Berpartisipasi dalam Kendaraan Listrik Indonesia","12:39 WIB","Positive"
"24 Januari 2019","Lagi, Harga Properti Hong Kong Paling Mahal di Dunia","12:32 WIB","Neutral"
"24 Januari 2019","Dorong Ekspor, Kemendag Gelar Good Design Indonesia","12:05 WIB","Positive"
"24 Januari 2019","Kembali Menguat, Rupiah Berada di Posisi Rp 14.150 Per Dollar AS","10:46 WIB","Positive"
"24 Januari 2019","Satelit Nusantara Satu Bisa Digunakan Korporasi hingga Perorangan","09:38 WIB","Positive"
"24 Januari 2019","Di Forum Ekonomi Dunia, Jack Ma Sebut Teknologi Bisa Sebabkan Perang Dunia III","08:01 WIB","Neutral"
"24 Januari 2019","Harga Emas Dunia Naik Tipis","07:38 WIB","Negative"
"24 Januari 2019","Hari Ini Rupiah Diproyeksi Lanjutkan Kenaikan, Ini Faktornya","05:38 WIB","Positive"
"25 Januari 2019","Penumpang Turun, PT Pelni Lakukan Transformasi Bisnis","22:16 WIB","Negative"
"25 Januari 2019","BI Siapkan Rekening Khusus Devisa Hasil Ekspor","20:08 WIB","Positive"
"25 Januari 2019","Cerita Jokowi Memulai Usaha Bermodal Rp 10 Juta","17:31 WIB","Neutral"
"25 Januari 2019","BI: Harga-harga Terkendali, Inflasi Januari Rendah","17:12 WIB","Positive"
"25 Januari 2019","Hanwha Life Targetkan Premi Rp 51,5 Miliar","16:21 WIB","Positive"
"25 Januari 2019","Selama 2018,  Bank Jatim Raup Laba Bersih Rp 1,26 triliun","14:36 WIB","Positive"
"25 Januari 2019","Rupiah Menguat ke Rp 14.149 Per Dollar AS","11:28 WIB","Positive"
"25 Januari 2019","Pemerintah Bakal Beri Kelonggaran Pajak Deposito Devisa Hasil Ekspor","08:10 WIB","Positive"
"25 Januari 2019","Mendung Menggelayuti Ekonomi Eropa","07:29 WIB","Negative"
"25 Januari 2019","Pemerintah Rumuskan Kebijakan Peningkatan Ekspor","05:10 WIB","Positive"
"26 Januari 2019","Redam Malnutrisi, Harga Pangan Harus Terjangkau","22:34 WIB","Positive"
"26 Januari 2019","Sriwijaya Air Diskon Tiket hingga 70 Persen, Jakarta-Yogyakarta Mulai Rp 280.000","17:59 WIB","Positive"
"26 Januari 2019","Ernest Prakarsa Pilih Investasi Properti Ketimbang Saham","12:19 WIB","Neutral"
"26 Januari 2019","Harga Tiket Pesawat Mahal karena Ada Kartel?","10:20 WIB","Negative"
"26 Januari 2019","Berita Populer: Jack Ma soal Pekerjaan Pertama hingga Jokowi Bermodal Rp 10 Juta untuk Usaha","07:01 WIB","Neutral"
"26 Januari 2019","YLKI Duga Ada Kartel dalam Kenaikan Harga Tiket Pesawat","06:04 WIB","Negative"
"27 Januari 2019","Cerita Eka Tjipta Widjaja Rintis Bisnis sejak Remaja","13:01 WIB","Neutral"
"27 Januari 2019","Menteri Susi Sebut Tak Perlu Modal Besar untuk Bisnis Perikanan","09:36 WIB","Neutral"
"27 Januari 2019","Tahun Ini, Pasar Saham Indonesia Dipandang Paling Menarik di Dunia","07:36 WIB","Positive"
"27 Januari 2019","Gara-gara Shutdown, Perekonomian AS Kehilangan Rp 85 Triliun","06:46 WIB","Negative"
"28 Januari 2019","Bank Mandiri Salurkan Kredit Rp 820,1 Triliun Sepanjang 2018","19:28 WIB","Positive"
"28 Januari 2019","Sepanjang 2018, Bank Mandiri Catat Laba Rp 25 Triliun","18:45 WIB","Positive"
"28 Januari 2019","Tarif Bagasi Citilink Mulai Rp 9.000 Per Kilogram","18:15 WIB","Negative"
"28 Januari 2019","Kadin Minta Pemerintah Berikan Insentif untuk Genjot Ekspor","15:15 WIB","Positive"
"28 Januari 2019","Soal Pencetak Utang, Timses Prabowo Bandingkan Menkeu dan Penyerang Liverpool","15:00 WIB","Neutral"
"28 Januari 2019","Faktor Eksternal Topang Penguatan Rupiah Hari Ini","14:45 WIB","Positive"
"28 Januari 2019","Gubernur BI Minta Sarjana Ekonomi Majukan Ekonomi Digital dan UMKM","13:30 WIB","Positive"
"28 Januari 2019","Rupiah Menguat, Ini Empat Faktor Pendorongnya Menurut Gubernur BI","12:07 WIB","Positive"
"28 Januari 2019","Diprediksi Menguat, Rupiah Bisa Tembus di Bawah Rp 14.000 Per Dollar AS","11:16 WIB","Positive"
"28 Januari 2019","Mengintip Basahnya Bisnis Start-up Binatu Online","10:11 WIB","Neutral"
"28 Januari 2019","Kinerja Ekonomi Indonesia Dikritik The Economist, Ini Komentar Istana","09:41 WIB","Negative"
"28 Januari 2019","Bisnis SPBU Masih Menggiurkan","09:09 WIB","Positive"
"28 Januari 2019","5 Fakta Eka Tjipta, Pengusaha dengan Bisnis Menggurita","07:26 WIB","Neutral"
"28 Januari 2019","Berita Populer: Eka Tjipta Meninggal hingga Diskon Harga Tiket Pesawat 70 Persen","05:39 WIB","Neutral"
"29 Januari 2019","OCBC NISP Bukukan Laba Rp 2,6 Triliun di 2018","20:44 WIB","Positive"
"29 Januari 2019","Konservatif, Target Dana Kelolaan Bahana TCW Rp 50 Triliun","18:58 WIB","Positive"
"29 Januari 2019","Surat Utang Berbunga Tinggi Gencar Diterbitkan, Saatnya Investasi!","17:54 WIB","Positive"
"29 Januari 2019","Ekspor Perikanan Indonesia ke Jepang Didominasi Ikan Tuna dan Udang","17:17 WIB","Positive"
"29 Januari 2019","Pilpres dan Pembagian Dividen Bakal Pengaruhi Rupiah di Kuartal II 2019","16:30 WIB","Positive"
"29 Januari 2019","Indonesia Bidik Investasi Sektor Perikanan Jepang Senilai Rp 1 Triliun","16:14 WIB","Positive"
"29 Januari 2019","Ini Potensi Risiko Ekonomi yang Diwaspadai KSSK pada 2019","13:49 WIB","Negative"
"29 Januari 2019","Masa Depan Rantai Bisnis dan Orang Kuat di Sekitar Freeport...","08:08 WIB","Neutral"
"29 Januari 2019","Pertama Kali sejak Juni 2018, Harga Emas Tembus 1.300 Dollar AS","07:40 WIB","Negative"
"29 Januari 2019","Citilink Bantah Ada Permainan Kartel dalam Kenaikan Harga Tiket Pesawat","06:16 WIB","Negative"
"30 Januari 2019","BRI Salurkan Kredit Rp 843,6 Triliun Sepanjang 2018","19:43 WIB","Positive"
"30 Januari 2019","Gubernur BI Sebut Neraca Pembayaran Surplus 5 Miliar Dollar AS","19:06 WIB","Positive"
"30 Januari 2019","Selama 2018, BRI Raup Laba Bersih Rp 32,4 triliun","18:05 WIB","Positive"
"30 Januari 2019","BKPM: Realisasi Investasi 2018 Serap 960.000 Tenaga Kerja","17:12 WIB","Positive"
"30 Januari 2019","Peritel Thailand Central Group Akan Investasi Rp 2,8 Triliun di Grab?","16:59 WIB","Positive"
"30 Januari 2019","600 Investor dan 200 Korporasi Bertemu di Mandiri Investment Forum","16:17 WIB","Neutral"
"30 Januari 2019","Ini 5 Negara dengan Investasi Terbesar di Indonesia Tahun 2018","14:10 WIB","Neutral"
"30 Januari 2019","Realisasi Investasi 2018 Naik, Tetapi Tetap Tak Capai Target","12:56 WIB","Positive"
"30 Januari 2019","Ini Alasan Harga Tiket Pesawat Rute Domestik Lebih Mahal dari Internasional","09:09 WIB","Negative"
"30 Januari 2019","Kemenhub Akan Evaluasi Peraturan soal Harga Tiket dan Bagasi Berbayar","08:10 WIB","Positive"
"30 Januari 2019","Impor Jagung 3 Kali Dalam 3 Bulan, Ini Penjelasan Pemerintah","07:37 WIB","Negative"
"30 Januari 2019","Ada Diskon Harga Tiket Kereta dari KAI, Mau?","06:15 WIB","Positive"
"31 Januari 2019","CEO Tokopedia Ungkap Rencana Besarnya Usai Disuntik Rp 16 Triliun","21:06 WIB","Positive"
"31 Januari 2019","Menteri Perdagangan: Kita Mau Ekspor Tempe","20:08 WIB","Positive"
"31 Januari 2019","Terungkap, Alasan Erick Thohir Jual Saham Inter Milan","18:48 WIB","Neutral"
"31 Januari 2019","Tutup Bulan, IHSG Melonjak 68 Poin Tembus Level 6.532","18:39 WIB","Positive"
"31 Januari 2019","Siapkan Rp 45 Triliun, Hutama Karya Garap Dua Ruas Tol di Sumatera","17:37 WIB","Positive"
"31 Januari 2019","2 Faktor Ekonomi Ini Bisa Bikin Elektabilitas Jokowi Goyah","17:29 WIB","Neutral"
"31 Januari 2019","Rupiah Kembali ke Kisaran Level Rp 13.000, Ini Kata Istana","16:44 WIB","Positive"
"31 Januari 2019","Nasabah JS Saving Plan Didorong Lakukan Perpanjangan Kontrak","14:46 WIB","Positive"
"31 Januari 2019","Rupiah Perkasa, Tembus Level di Bawah Rp 14.000","14:36 WIB","Positive"
"31 Januari 2019","Investasi Asing Anjlok, Sri Mulyani Bicara Turbulensi Global","12:46 WIB","Negative"
"31 Januari 2019","Sudah Berpenghasilan, Gen Z Harus Pertimbangkan Beli Rumah","12:22 WIB","Neutral"
"31 Januari 2019","Chatib Basri: Realisasi Investasi Tak Capai Target karena Faktor Global","08:04 WIB","Negative"
"31 Januari 2019","[POPULER EKONOMI] Jumlah Penumpang Lion Air Turun | Kebijakan Bagasi Berbayar Diminta Ditunda","06:30 WIB","Negative"
"01 Februari 2019","Rupiah Hari Ini Perkasa, Ini Penopangnya","21:12 WIB","Positive"
"01 Februari 2019","Atta Halilintar Ajak Follower-nya Investasi Sukuk","20:32 WIB","Positive"
"01 Februari 2019","Investasi Ala Youtuber Atta Halilintar","19:22 WIB","Neutral"
"01 Februari 2019","Cara Dapatkan Tiket Promo KA Pangandaran Bandung-Banjar Rp 1 Berubah, Perhatikan Hal Ini","18:32 WIB","Neutral"
"01 Februari 2019","Promo KA Pangandaran, Jakarta-Bandung-Banjar Diperpanjang","17:40 WIB","Positive"
"01 Februari 2019","Kenapa Investasi Sukuk Tabungan Menarik? Ini 8 Keuntungannya","14:45 WIB","Neutral"
"01 Februari 2019","Minat Investasi Sukuk dengan Imbal Hasil 8,15 Persen? Ini Saatnya","14:30 WIB","Neutral"
"01 Februari 2019","Para Taipan Berlomba-lomba Masuk Bisnis Jalan Tol","13:20 WIB","Positive"
"01 Februari 2019","BI: Inflasi Rendah Positif untuk Rupiah","12:57 WIB","Positive"
"01 Februari 2019","Harga Ikan Jadi Pemicu Inflasi Januari 2019","12:30 WIB","Negative"
"01 Februari 2019","Jamkrindo Targetkan Volume Penjaminan Rp 200 Triliun Tahun Ini","10:45 WIB","Positive"
"01 Februari 2019","Tunggu Data Inflasi, Penguatan Rupiah Diprediksi Terus Berlanjut","10:05 WIB","Positive"
"01 Februari 2019","Krisis, Venezuela Jual Cadangan Emas Bank Sentral ke Uni Emirat Arab","09:29 WIB","Positive"
"01 Februari 2019","Genjot Bisnis Antar Makanan di Thailand, Grab Dapat Investasi Rp 2,8 Triliun","07:47 WIB","Positive"
"01 Februari 2019","Air Kemasan Produksi Pemkab Kulon Progo Rambah Toko Ritel Modern","07:20 WIB","Positive"
"01 Februari 2019","Naik 6,3 Persen, Uang Beredar Desember 2018 Capai Rp 5.758,3 Triliun","06:45 WIB","Positive"
"01 Februari 2019","[POPULER EKONOMI] Erick Thohir Jual Saham Inter Milan | Citilink Tunda Bagasi Berbayar","05:40 WIB","Positive"
"01 Februari 2019","Italia Masuk ke Jurang Resesi Ekonomi","05:11 WIB","Negative"
"02 Februari 2019","Tak Banyak Orang Tahu, Jenis Investasi Unik Ini Punya Risiko Rendah","12:51 WIB","Neutral"
"02 Februari 2019","[BERITA POPULER EKONOMI]: Menkeu Dituding sebagai Menteri Pencetak Utang | Polemik Menkominfo soal yang Menggaji PNS","07:48 WIB","Neutral"
"02 Februari 2019","Kilang Pertamina-Rosnef Ditolak, Jokowi Ingatkan Investasi Datangkan Lapangan Kerja","07:21 WIB","Negative"
"03 Februari 2019","Resesi Italia Picu Kekhawatiran Perlambatan Ekonomi Global","16:11 WIB","Negative"
"03 Februari 2019","Rumah Subsidi di IPEX, DP Rp 1,5 juta, Cicilan Rp 900.000-an","14:07 WIB","Neutral"
"04 Februari 2019","Akhir Tahun Anjing Tanah, Rupiah Bertahan di Rp 13.962 Per Dollar AS","18:23 WIB","Positive"
"04 Februari 2019","Beli Rumah Subsidi Bisa Dapat Emas, Tertarik?","16:56 WIB","Neutral"
"04 Februari 2019","Pasca Tahun Baru Imlek, Harga Emas Berpotensi Tergerus","16:03 WIB","Positive"
"04 Februari 2019","Ombudsman Ingatkan Pemerintah soal Impor Komoditas Pangan","15:05 WIB","Negative"
"04 Februari 2019","Promo KPR-KPA, Diskon Rp 35 Juta untuk Milenial dan Pasangan Muda","14:15 WIB","Positive"
"04 Februari 2019","Alokasi Anggaran Rp 4,9 Triliun, Dirjen PSP Minta Daerah Eksekusi Program","09:30 WIB","Positive"
"04 Februari 2019","Permudah Ekspor, 4 Komoditas Ini Bebas Kewajiban Laporan Surveyor","07:04 WIB","Positive"
"04 Februari 2019","Setelah Freeport, Inalum Bakal Serap 20 Persen Divestasi Saham INCO?","05:43 WIB","Positive"
"04 Februari 2019","[POPULER EKONOMI] Jokowi Ingatkan Investasi Datangkan Lapangan Kerja | DP Rumah Rp 1,5 Juta","05:06 WIB","Positive"
"05 Februari 2019","PBB Ingatkan Dampak Perang Tarif AS-China ke Ekonomi Dunia","19:28 WIB","Negative"
"05 Februari 2019","Indonesia dan Swiss Teken Perjanjian Perangi Kejahatan Perpajakan","14:30 WIB","Positive"
"06 Februari 2019","Pertamina Akan Tambah 3 Penyalur BBM Satu Harga di Sulteng","22:09 WIB","Positive"
"06 Februari 2019","2018, Ekspor Minyak Kelapa Sawit RI ke India Turun 12 Persen","20:33 WIB","Negative"
"06 Februari 2019","Fundamental Ekonomi Topang Pertumbuhan Pasar Properti Australia","19:15 WIB","Positive"
"06 Februari 2019","Asian Games hingga Pertemuan IMF-Bank Dunia Dongkrak Ekonomi RI? Ini Data BPS","18:37 WIB","Positive"
"06 Februari 2019","Ada Sumbangsih Harbolnas di Pertumbuhan Ekonomi RI Tahun 2018...","18:30 WIB","Positive"
"06 Februari 2019","2018, Jakarta Jadi Favorit Investasi Penanaman Modal Dalam Negeri","17:55 WIB","Positive"
"06 Februari 2019","Ekspor Kopi Torabika ke Rusia Tembus 1.000 Kontainer","17:41 WIB","Positive"
"06 Februari 2019","2018, Indonesia Ekspor 34,71 Juta Ton Minyak Kelapa Sawit","17:26 WIB","Positive"
"06 Februari 2019","Gemar Pesan Makanan Ketimbang Memasak? Itu Fenomena Kekinian...","16:47 WIB","Neutral"
"06 Februari 2019","Mencicipi Cuan dari Bisnis Pohon Angpao","15:09 WIB","Neutral"
"06 Februari 2019","Pertumbuhan Ekonomi 2018 Tak Sesuai Target, Ini Kata Menko Darmin","13:45 WIB","Negative"
"06 Februari 2019","Siang Ini, Rupiah Bertengger di Level Rp 13.895 Per Dollar AS","13:28 WIB","Neutral"
"06 Februari 2019","BPS: Target Pertumbuhan Ekonomi 7 Persen Berat Sekali...","13:19 WIB","Negative"
"06 Februari 2019","BKPM: Realisasi Investasi Tahun 2018 Cukup Mengecewakan","12:45 WIB","Negative"
"06 Februari 2019","Ekonomi 2018 Tumbuh 5,17 Persen, Tertinggi di Era Jokowi","11:58 WIB","Positive"
"06 Februari 2019","Februari, Harga Batu Bara Terus Turun Jadi 91,80 Dollar AS Per Ton","08:05 WIB","Positive"
"06 Februari 2019","[POPULER EKONOMI] Kesalahan Finansial yang Dihindari Orang Kaya | Kisah Nasabah yang Terjerat Pinjol","06:58 WIB","Neutral"
"07 Februari 2019","Masuk Tahun Politik, BKPM Yakin Investasi akan Naik","22:11 WIB","Positive"
"07 Februari 2019","Utang Itu Boleh Saja, Sepanjang untuk Kegiatan Ekonomi...","21:09 WIB","Neutral"
"07 Februari 2019","Usaha Kebab Gerobak Beromzet Rp 24 Juta Sebulan, Tertarik?","19:23 WIB","Neutral"
"07 Februari 2019","Apakah Indonesia Bisa Melaju Jadi Negara Berpendapatan Tinggi?","18:37 WIB","Neutral"
"07 Februari 2019","INDEF Nilai OSS Justru Hambat Investasi Asing","18:33 WIB","Negative"
"07 Februari 2019","2018, Bank Mandiri Kucurkan Rp 15,9 Triliun untuk Jalan Tol","17:59 WIB","Positive"
"07 Februari 2019","Bank Mandiri Ikut Sindikasi Dana Talangan Tanah Tol Probowangi Rp 1 Triliun","15:51 WIB","Positive"
"07 Februari 2019","Startup PasarPolis Hadirkan Fitur Klaim Instan","15:32 WIB","Positive"
"07 Februari 2019","Tahun Ini, Akseleran Targetkan Penyaluran Kredit Rp 1,2 Triliun","15:08 WIB","Positive"
"07 Februari 2019","Banyak Proyek Infrastruktur, Bisnis Waskita Beton Diprediksi Terus Tumbuh","13:28 WIB","Positive"
"07 Februari 2019","Para Dubes Diminta Aktif Bantu Ekspor dan Promosi Insentif Investasi","12:31 WIB","Positive"
"07 Februari 2019","Target Pertumbuhan Ekonomi 7 Persen Tak Tercapai, Darmin Akui Kritikan The Economist","11:15 WIB","Negative"
"07 Februari 2019","Perekonomian DKI Jakarta Tumbuh 6,17 Persen di 2018","09:01 WIB","Positive"
"07 Februari 2019","[POPULER EKONOMI] Harta WNI yang Disimpan di Swiss Mudah Dilacak | Bos Kripto Meninggal","07:00 WIB","Positive"
"08 Februari 2019","Target Pertumbuhan Ekonomi 7 Persen Jokowi Tak Tercapai, Apa Sebabnya?","21:30 WIB","Negative"
"08 Februari 2019","Harga CPO Kembali Melemah, Ini Pemicunya","17:06 WIB","Negative"
"08 Februari 2019","Kuartal IV 2018, Neraca Pembayaran Indonesia Surplus 5,4 Miliar Dollar AS","16:43 WIB","Positive"
"08 Februari 2019","Bank Mandiri Salurkan KUR Rp 216 Juta ke Petani Cianjur","15:55 WIB","Positive"
"08 Februari 2019","BI: Penguatan Rupiah Ditopang Derasnya Aliran Modal Asing","15:13 WIB","Positive"
"08 Februari 2019","Sudah Tinggalkan Rp 14.000, BI Sebut Rupiah Masih Terlalu Murah","14:17 WIB","Negative"
"08 Februari 2019","Dollar AS Menguat dalam 7 Hari, Rupiah Tertekan","10:48 WIB","Negative"
"08 Februari 2019","Runway Diperpanjang, Bandara Supadio Bisa Layani Penerbangan Haji dan Umroh","08:32 WIB","Positive"
"08 Februari 2019","Imbas Brexit, Pertumbuhan Ekonomi Inggris Semakin Anjlok di 2019","07:45 WIB","Negative"
"08 Februari 2019","Indonesia Kini Jadi Negara Berpendapatan Menengah ke Atas","06:43 WIB","Positive"
"08 Februari 2019","[POPULER EKONOMI] Runway Bandara Juanda Rusak | Go-Jek Dikuasai Asing","06:34 WIB","Negative"
"08 Februari 2019","Modal Rp 4 Juta dan Gerobak, Kebab Baba Rafi Kini Tembus 10 Negara","06:05 WIB","Neutral"
"09 Februari 2019","Pertamina Turunkan Harga Pertamax Series, Ini Daftarnya","21:56 WIB","Positive"
"09 Februari 2019","Malam Ini, Harga BBM Pertamina Turun","21:26 WIB","Positive"
"09 Februari 2019","Luncurkan KUR Khusus Peternakan, BRI Optimis Dongkrak Ekonomi Peternak","18:52 WIB","Positive"
"09 Februari 2019","Lakukan ini saat Investasi Gagal","15:19 WIB","Neutral"
"09 Februari 2019","Neraca Perdagangan Pertanian Indonesia 2018 Surplus Rp 139,6 Triliun","14:26 WIB","Positive"
"09 Februari 2019","Kementerian ESDM Tunggu Pertamina dan Total Turunkan Harga BBM","13:13 WIB","Positive"
"09 Februari 2019","Shell dan Vivo Turunkan Harga Jual BBM","13:07 WIB","Positive"
"09 Februari 2019","Banyak Penipuan dalam Perdagangan Internasional, Eksportir Indonesia Jadi Korban","12:59 WIB","Negative"
"11 Februari 2019","Mandiri Tunas Finance Catat Laba Bersih Rp403 Miliar Sepanjang 2018","22:05 WIB","Positive"
"11 Februari 2019","Pertamina Temukan Cadangan Minyak Baru di Riau","22:02 WIB","Positive"
"11 Februari 2019","Kemenhub: Harga Tiket Pesawat Sudah Turun","19:59 WIB","Positive"
"11 Februari 2019","Permudah Nasabah Berinvestasi, Standard Chartered Bank Luncurkan Dua Layanan Baru","19:27 WIB","Positive"
"11 Februari 2019","Pengembang Pusat Perbelanjaan Ini Dapat Suntikan Rp 2,8 Triilliun","17:14 WIB","Positive"
"11 Februari 2019","Fintech Asetku Targetkan Salurkan Pinjaman Rp 500 Miliar Per Bulan","16:03 WIB","Positive"
"11 Februari 2019","Fintech Asetku Telah Salurkan Pinjaman Rp 200 Miliar","15:28 WIB","Positive"
"11 Februari 2019","Rupiah Kembali ke Level Rp 14.000 Per Dollar AS, BI Disarankan Intervensi","12:13 WIB","Negative"
"11 Februari 2019","Harga Tiket Pesawat Masih Mahal, Ini Kata Lion Air","10:49 WIB","Negative"
"11 Februari 2019","ESDM: Kalau Harga BBM yang Lampaui Batas Atas Tak Diturunkan, Kami Akan Cabut Izinnya","10:25 WIB","Positive"
"11 Februari 2019","Ini 5 Saham yang Paling Banyak Dibeli Asing","08:08 WIB","Neutral"
"11 Februari 2019","Selain Pertamax Series, Harga Premium di Jawa, Madura, dan Bali Juga Turun","06:04 WIB","Positive"
"11 Februari 2019","[POPULER EKONOMI]: Harga Pertamax Kembali Turun|Memilih Tenor Pinjaman","05:38 WIB","Positive"
"11 Februari 2019","Formula Baru BBM, Pemerintah Klaim Bikin Harga Lebih Adil","05:07 WIB","Positive"
"12 Februari 2019","INDEF: Menurunkan Harga Avtur Akan Membebani Pertamina","21:38 WIB","Negative"
"12 Februari 2019","Kemenkeu Sederhanakan Aturan Ekspor Kendaraan Jadi Demi Genjot Ekspor","20:51 WIB","Positive"
"12 Februari 2019","Asosiasi: Satelit Nusantara Satu Dorong Percepatan Ekonomi di Daerah","18:42 WIB","Positive"
"12 Februari 2019","Menurut Pengamat, Ini Alasan Harga Tiket Pesawat Masih Mahal","17:32 WIB","Negative"
"12 Februari 2019","Cuma Hari Ini di Bukalapak, Emas 50 Gram Rp 12.000","14:44 WIB","Neutral"
"12 Februari 2019","Pergerakan Rupiah Masih Menanti Data Ekspor-Impor RI","14:17 WIB","Neutral"
"12 Februari 2019","Targetkan 4,7 Juta Jaringan Gas, PGN Butuh Rp 12,5 Triliun","12:43 WIB","Positive"
"12 Februari 2019","Mengelola Rasa Takut Menjadi Kekuatan untuk Mulai Bisnis","12:09 WIB","Neutral"
"12 Februari 2019","Surveyor Gandeng 6 BUMN untuk Memastikan Kualitas dan Kuantitas Produk Industri Strategis","11:08 WIB","Positive"
"12 Februari 2019","BEI Siap Dukung Persija untuk Masuk Bursa Saham","10:38 WIB","Positive"
"12 Februari 2019","INFOGRAFIK: Daftar Harga Pertamax Series Setelah Harganya Diturunkan","10:02 WIB","Positive"
"12 Februari 2019","Hanya Tumbuh 1,4 Persen, Ekonomi Inggris Terendah dalam 6 Tahun Terakhir","09:38 WIB","Negative"
"12 Februari 2019","Bakal Naikkan Tarif 15 Ruas Tol, Bagaimana Rekomendasi Saham Jasa Marga?","07:07 WIB","Negative"
"12 Februari 2019","[POPULER EKONOMI]: PLN Buka Lowongan|Harga Premium Turun|Lion Air soal Hanya 3 Penumpang","05:07 WIB","Neutral"
"13 Februari 2019","Tarif Kargo Mahal, Eksportir Ikan Ini Kirim Surat ke Susi","20:18 WIB","Negative"
"13 Februari 2019","Kenaikan Biaya Transportasi Udara Pengaruhi Bisnis Sektor Perikanan","20:08 WIB","Negative"
