"date","title","time","class"
"09 Januari 2019","Dirut Pelita Samudera Shipping Tambah Porsi Saham Jadi 3,05 Juta","12:45 WIB","Positive"
"09 Januari 2019","Incar Rp200 Miliar, Sentra Food Genjot Potensi Pasar Ekspor","12:25 WIB","Positive"
"09 Januari 2019","Lanjutkan Penguatan IHSG Naik ke 6.290","12:15 WIB","Positive"
"09 Januari 2019","Asing Bakal Investasi di Industri Kapas Kosmetik","11:29 WIB","Positive"
"09 Januari 2019","10 Kehancuran Ekonomi Kuno Terbesar Sepanjang Masa","11:26 WIB","Neutral"
"09 Januari 2019","Target Investasi Energi Terbarukan Turun Jadi USD1,79 Miliar","11:07 WIB","Negative"
"09 Januari 2019","Ekspor Obat Hewan Tembus Rp21,58 Triliun","10:50 WIB","Positive"
"09 Januari 2019","Rupiah Menguat Lagi ke Rp14.108/USD","09:44 WIB","Positive"
"09 Januari 2019","Turun Lagi, Harga Emas Antam Dibanderol Rp657.000/Gram","09:37 WIB","Positive"
"09 Januari 2019","Menteri Jonan: Dana APBN Rp6 Triliun untuk Sambungan Listrik","09:22 WIB","Positive"
"09 Januari 2019","IHSG Rebound 33 Poin ke 6.296","09:07 WIB","Positive"
"09 Januari 2019","Indeks Dolar AS Mulai Bangkit","08:48 WIB","Positive"
"09 Januari 2019","Harga Minyak Dunia Naik Meski Pasokan Melimpah","08:32 WIB","Negative"
"09 Januari 2019","IHSG Berpeluang Menguat, Simak Saham Pilihan Berikut","08:24 WIB","Positive"
"10 Januari 2019","Mendag Revisi Aturan Impor Baja","18:13 WIB","Positive"
"10 Januari 2019","Arab Saudi Punya Cadangan Minyak 268,5 Miliar Barel","17:58 WIB","Positive"
"10 Januari 2019","Rupiah Kian Perkasa, Menguat ke Rp14.052/USD","17:24 WIB","Positive"
"10 Januari 2019","Perdagangan Perdana, Saham Pollux Investasi Melonjak ke Level Rp2.450","17:15 WIB","Positive"
"10 Januari 2019","Saham Estetika Tata Tiara Ditutup Naik 14,1% pada Perdagangan Perdana","17:12 WIB","Positive"
"10 Januari 2019","IHSG Ditutup Meroket ke 6.328","16:32 WIB","Positive"
"10 Januari 2019","Target Realistis Ekspor 2019 Sebesar 7,5%","16:18 WIB","Positive"
"10 Januari 2019","Impor Jagung 30.000 Ton, Dirut Bulog: Itu Permintaan dari Peternak","14:47 WIB","Positive"
"10 Januari 2019","Mana Lebih Menguntungkan, Investasi Surat Utang Negara atau Reksa Dana?","14:20 WIB","Neutral"
"10 Januari 2019","Soal Beras, Presiden Jokowi: Kalau Produksi Tak Cukup, Ya Harus Impor","14:11 WIB","Negative"
"10 Januari 2019","Beli Surat Utang Online dengan Uang Rp1 Juta, Ini Keuntungannya","13:52 WIB","Neutral"
"10 Januari 2019","Cara Bulog Antisipasi Kenaikan Harga Beras","13:07 WIB","Positive"
"10 Januari 2019","Dikritik soal Impor Beras, Begini Tanggapan Dirut Bulog","12:57 WIB","Negative"
"10 Januari 2019","Tarif Bawah Ojek Online Rp2.000-Rp2.500/Km","12:53 WIB","Positive"
"10 Januari 2019","Bos Bulog Pastikan RI Tak Perlu Impor Beras Beras hingga Juli 2019","12:43 WIB","Positive"
"10 Januari 2019","Pemerintah Jual Surat Utang Online dengan Bunga 8,15%, Bisa Dibeli Mulai Rp1 Juta","12:37 WIB","Positive"
"10 Januari 2019","IHSG Naik Tipis ke 6.298 di Jeda Sesi I","12:36 WIB","Positive"
"10 Januari 2019","Target Investasi Minerba Dipatok USD6,2 Miliar","12:18 WIB","Positive"
"10 Januari 2019","Jeff Bezos Cerai, MacKenzie Bisa Jadi Wanita Terkaya Berkat Harta Gono Gini Rp980 Triliun","12:00 WIB","Neutral"
"10 Januari 2019","Soal Harga Beras, Presiden Jokowi: Jangan Sampai Masyarakat Senang Petani Tak Senang","11:56 WIB","Positive"
"10 Januari 2019","Butuh Modal Rp80 Miliar, Arthavest Kaji Rights Issue","11:46 WIB","Neutral"
"10 Januari 2019","Orang Terkaya di Dunia Jeff Bezos Bercerai, Pemegang Saham Amazon Khawatir","11:37 WIB","Neutral"
"10 Januari 2019","Industri Sawit Berpeluang Dorong Pengembangan Bioenergi","11:27 WIB","Positive"
"10 Januari 2019","PP Presisi Raup Kontrak Baru Rp5,2 Triliun, Ini Rinciannya","11:27 WIB","Positive"
"10 Januari 2019","BPJS Ketenagakerjaan Bayar Klaim Rp24,05 Triliun","11:04 WIB","Positive"
"10 Januari 2019","Saham Estika Tata Tiara Oversubscribed 86,11 Kali","11:03 WIB","Positive"
"10 Januari 2019","Presiden Jokowi: Harga Beras Mulai Turun","10:41 WIB","Positive"
"10 Januari 2019","Saham Pollux Investasi Melonjak 49,85% di Perdagangan Perdana","10:38 WIB","Positive"
"10 Januari 2019","Harga Bawang Merah hingga Daging Sapi Naik, Ini Daftarnya","10:24 WIB","Negative"
"10 Januari 2019","IPO, Saham Estika Tata Tiara Naik 41,18%","09:59 WIB","Positive"
"10 Januari 2019","Dolar Lesu, Rupiah Menguat ke Level Rp14.047/USD","09:47 WIB","Positive"
"10 Januari 2019","Naik Goceng, Emas Antam Dijual Rp662.000/Gram","09:35 WIB","Negative"
"10 Januari 2019","IHSG Masih Bertenaga, Menguat 21 Poin ke 6.293","09:08 WIB","Positive"
"10 Januari 2019","Harga Emas Berjangka Naik Terdorong Pelemahan Dolar AS","08:51 WIB","Negative"
"10 Januari 2019","Harga Minyak Naik berkat Penurunan Stok AS","08:43 WIB","Negative"
"10 Januari 2019","Dolar AS Loyo Akibat Pernyataan The Fed","08:29 WIB","Negative"
"10 Januari 2019","IHSG Diprediksi Menguat ke 6.230-6.320","08:10 WIB","Positive"
"11 Januari 2019","5 Strategi OJK Hadapi Ekonomi Global di 2019","21:14 WIB","Positive"
"11 Januari 2019","IHSG Sepekan Melesat 1,3% ke 6.361 dengan Kapitalisasi BEI Rp7.218 Triliun","18:51 WIB","Positive"
"11 Januari 2019","Caplok Pertagas Rp20,1 Triliun, Bos PGN: Kas Aman","18:11 WIB","Positive"
"11 Januari 2019","Jargas Rp124,8 Miliar Rampung, 5.043 Rumah Nikmati Gas Bumi","18:00 WIB","Positive"
"11 Januari 2019","PGN Akuisisi Pertagas, Harga Gas Langsung Turun?","17:36 WIB","Positive"
"11 Januari 2019","Rupiah Ditutup Menguat ke Rp14.047/USD","17:28 WIB","Positive"
"11 Januari 2019","Tutup Akhir Pekan, IHSG Menguat ke 6.361","16:33 WIB","Positive"
"11 Januari 2019","Ekspor Mebel Naik 20% Berkah Perang Dagang AS-China","16:27 WIB","Positive"
"11 Januari 2019","Atasi Turunnya Harga Karet, RI Koordinasi dengan Thailand dan Malaysia","16:22 WIB","Positive"
"11 Januari 2019","Sri Mulyani: Jembatan Leta Oar Ralan Tingkatkan Akses Perekonomian","15:57 WIB","Positive"
"11 Januari 2019","Lunasi Obligasi Jatuh Tempo, Mayora Indah Siapkan Dana Rp750 Miliar","15:20 WIB","Positive"
"11 Januari 2019","Harga Tiket Pesawat Naik dan Layanan Bagasi Tak Lagi Gratis Sumbang Inflasi","15:14 WIB","Negative"
"11 Januari 2019","Alasan Derasnya Dana Asing Rp6,8 Triliun Masuk Indonesia","15:05 WIB","Positive"
"11 Januari 2019","Dana Asing Rp6,8 Triliun Masuk RI Bikin Rupiah Menguat","14:43 WIB","Positive"
"11 Januari 2019","BI Hitung-hitungan Inflasi jika Harga BBM Naik","14:14 WIB","Negative"
"11 Januari 2019","IPO, Capri Nusa Satu Lepas 20% Saham","14:06 WIB","Positive"
"11 Januari 2019","Upaya Pemerintah Tingkatkan Harga Karet","14:05 WIB","Positive"
"11 Januari 2019","Kino Indonesia Sisakan Dana IPO Rp133,1 Miliar","13:57 WIB","Positive"
"11 Januari 2019","Harga Pangan Hari Ini, Cabai Merah dan Rawit Naik Tajam","13:47 WIB","Negative"
"11 Januari 2019","MNC Life Catatkan Premi Rp325,4 Miliar pada 2018","13:42 WIB","Positive"
"11 Januari 2019","Jeda Sesi I, IHSG Naik 12,31 poin ke 6.341","11:51 WIB","Positive"
"11 Januari 2019","Estika Tata Tiara Targetkan Laba Bersih Rp80 Miliar","11:44 WIB","Positive"
"11 Januari 2019","Menhub Dorong Swasta Garap Investasi Kereta Api","11:20 WIB","Positive"
"11 Januari 2019","Underpass Senilai Rp80 Miliar Segera Dibangun di Keluar Tol Pandaan-Malang","11:17 WIB","Positive"
"11 Januari 2019","Pelindo III Berlakukan Tarif Khusus Handling Peti Kemas","11:02 WIB","Negative"
"11 Januari 2019","Harga Emas Antam Dibanderol Rp660.000/Gram","09:56 WIB","Positive"
"11 Januari 2019","Pagi Ini Rupiah Menguat ke Rp14.070/USD","09:46 WIB","Positive"
"11 Januari 2019","Sambut Akhir Pekan, IHSG Melesat ke 6.347","09:13 WIB","Positive"
"11 Januari 2019","Harga Minyak Naik Dipicu Penurunan Produksi Arab Saudi","08:44 WIB","Negative"
"11 Januari 2019","Harga Emas Berjangka Turun, Investor Pindah ke Dolar AS","08:32 WIB","Positive"
"12 Januari 2019","5 Bisnis Sampingan Bermodal Kecil yang Layak Dirintis","21:20 WIB","Neutral"
"12 Januari 2019","Soal Bagasi Berbayar, Menhub: Upaya Maskapai Mempertahankan Bisnis","19:37 WIB","Positive"
"12 Januari 2019","Pemicu Rupiah Menguat hingga Rp14.000/USD","19:16 WIB","Positive"
"12 Januari 2019","Kisah MacKenzie yang Akan Jadi Janda Terkaya di Dunia, Hartanya Dekati Rp1.000 Triliun","18:15 WIB","Neutral"
"12 Januari 2019","Menhub Jelaskan Alasan Kenaikan Harga Tiket Pesawat","16:09 WIB","Positive"
"12 Januari 2019","Saham Sektor Energi Loyo, Harga Minyak Dunia Ikut Turun","12:54 WIB","Positive"
"12 Januari 2019","Harga Pangan Hari Ini, Cabai Merah Dijual Rp38.966","11:09 WIB","Negative"
"12 Januari 2019","Bursa Saham Lesu, Harga Emas Berjangka Naik","10:18 WIB","Negative"
"12 Januari 2019","IPO Saham, Alternatif Pendanaan Perusahaan","10:09 WIB","Positive"
"12 Januari 2019","Indeks Dolar AS Menguat di Tengah Sinyal Kenaikan Suku Bunga","09:39 WIB","Positive"
"12 Januari 2019","Melihat Lebih Dekat Karier dan Bisnis Ustad Arifin Ilham","09:33 WIB","Neutral"
"12 Januari 2019","RI Impor Lagi 30.000 Ton Jagung hingga Bos Bank Dunia Mengundurkan Diri","09:12 WIB","Negative"
"12 Januari 2019","Fakta-Fakta Menguatnya Rupiah hingga Level Rp13.990/USD","08:08 WIB","Positive"
"12 Januari 2019","Fakta-fakta Soal Ikan Tuna Rp44 Miliar yang Perlu Anda Tahu","07:24 WIB","Neutral"
"12 Januari 2019","Dana Asing Rp6,8 Triliun Masuk Indonesia","07:08 WIB","Positive"
"12 Januari 2019","Bos Apple Terima Bonus Besar Rp168 Miliar","06:12 WIB","Positive"
"13 Januari 2019","6 Hal Lebih Berharga dari Uang, Apa Saja?","21:09 WIB","Neutral"
"13 Januari 2019","Harga Tiket Pesawat Turun, Bagaimana Pelayanan Maskapai?","18:28 WIB","Positive"
"13 Januari 2019","Diturunkan, Ini Kisaran Harga Tiket Pesawat Sekarang","17:58 WIB","Positive"
"13 Januari 2019","Alasan INACA Turunkan Harga Tiket Pesawat","16:27 WIB","Positive"
"13 Januari 2019","Dikeluhkan Masyarakat, Harga Tiket Pesawat Turun 20-60%","16:12 WIB","Positive"
"13 Januari 2019","Penyesuaian Harga Tiket Pesawat Diumumkan Hari Ini","14:36 WIB","Positive"
"13 Januari 2019","China Akan Kurangi Pembatasan Investasi Asing","14:05 WIB","Negative"
"13 Januari 2019","Harga Tiket Pesawat Mahal Ganggu Bisnis Travel hingga Ribuan Pekerja Terancam PHK","11:54 WIB","Negative"
"13 Januari 2019","Pegadaian Targetkan Pendapatan Rp13,98 Triliun pada 2019","11:06 WIB","Positive"
"13 Januari 2019","Sri Mulyani Bicara Infrastruktur hingga Rp14.087 Triliun 'Mengalir' ke Uni Eropa","09:41 WIB","Positive"
"13 Januari 2019","Halal dan Untung, Ini 5 Jenis Investasi Syariah","07:27 WIB","Neutral"
"13 Januari 2019","Fakta-Fakta Vale Indonesia Tawarkan Divestasi Saham ke Pemerintah","06:02 WIB","Positive"
"13 Januari 2019","Mau Bisnis Mi Sayur, Berapa Untung yang Didapat?","05:27 WIB","Neutral"
"14 Januari 2019","Ada KUR Nelayan dan Petani Garam, Paling Besar Rp500 Juta","21:43 WIB","Positive"
"14 Januari 2019","Realisasi Penyaluran KUR 2018 Capai Rp120 Triliun","21:18 WIB","Positive"
"14 Januari 2019","B20 Hemat Impor Solar hingga USD937,84 Juta","20:40 WIB","Positive"
"14 Januari 2019","Presiden Jokowi: Kendaraan Listrik Pangkas Impor BBM hingga Rp798 Triliun","19:18 WIB","Positive"
"14 Januari 2019","Izin Impor Daging Kerbau 100 Ribu Ton Ditargetkan Keluar Bulan Ini","18:55 WIB","Negative"
"14 Januari 2019","Buntuti Pasar Saham, Rupiah Melemah 77 Poin ke Rp14.124/USD","17:24 WIB","Negative"
"14 Januari 2019","Bulog Siapkan Rp15 Triliun untuk Serap 1,8 Juta Ton Beras Petani","17:16 WIB","Positive"
"14 Januari 2019","Seharian Melemah, IHSG Ditutup Turun ke 6.336","16:14 WIB","Negative"
"14 Januari 2019","Nasib IHSG di Tahun Politik","15:21 WIB","Negative"
"14 Januari 2019","BP Batam Akan Dilebur, Investasi Bakal Tergerus?","15:13 WIB","Negative"
"14 Januari 2019","PLN Serap Saham Baru Dua Anak Usaha Atlas Resouces","15:11 WIB","Positive"
"14 Januari 2019","Kebanjiran Kontrak Baru, Wika Gedung Incar Rp7,72 Triliun","15:06 WIB","Positive"
"14 Januari 2019","Harga Cabai Sempat Anjlok, Mentan: Sekarang Sudah Normal","14:49 WIB","Positive"
"14 Januari 2019","Mundur dari Bos Bank Dunia, Jim Yong Kim Lirik Investasi di Indonesia","14:44 WIB","Positive"
"14 Januari 2019","PTPP Bikin Perusahaan Patungan Rp63,42 Miliar","14:39 WIB","Positive"
"14 Januari 2019","Indo Straits Siapkan Rp1,95 Miliar untuk Buyback Saham","14:25 WIB","Positive"
"14 Januari 2019","Sri Mulyani Siapkan Anggaran Investasi SDM Lebih Rp660 Triliun","14:15 WIB","Positive"
"14 Januari 2019","Tumpahan Minyak di Laut Parepare, Dampak Kapal Bocor Milik Soechi Lines","14:07 WIB","Negative"
"14 Januari 2019","Akuisisi Triusaha Mitraraharja, Sariguna Primatirta Pacu Bisnis Minuman Kemasan","13:54 WIB","Positive"
"14 Januari 2019","Nippon Indosari Corpindo Buyback 79,66 juta Saham","13:15 WIB","Positive"
"14 Januari 2019","IHSG Anjlok Nyaris 1% di Jeda Sesi I","12:22 WIB","Negative"
"14 Januari 2019","Harga Tiket Pesawat Diturunkan, Menko Luhut: Ini soal Kepentingan Masyarakat","12:15 WIB","Positive"
"14 Januari 2019","Wapres JK: Kenaikan Tiket Pesawat akibat Penyesuaian Kurs Dolar","12:08 WIB","Negative"
"14 Januari 2019","LRT Jabodebek Dinilai Terlalu Mahal, Adhi Karya: Harga Kita Kompetitif","12:04 WIB","Negative"
"14 Januari 2019","Menko Darmin: 1.500 Izin Investasi Diterbitkan Setiap Hari","11:55 WIB","Positive"
"14 Januari 2019","BRI Salurkan Kredit Usaha Rakyat Rp80,2 Triliun Selama 2018","11:15 WIB","Positive"
"14 Januari 2019","Presiden Jokowi Tinjau Penerapan Sistem Izin Online Terpadu di BKPM","09:50 WIB","Positive"
"14 Januari 2019","Target Investasi Hulu Migas Meningkat Jadi USD14,7 Miliar pada 2019","09:42 WIB","Positive"
"14 Januari 2019","IHSG Tergelincir ke 6.345 pada Pembukaan Perdagangan","09:33 WIB","Negative"
"14 Januari 2019","Rupiah Dibuka Melemah 0,12% ke Rp14.064 per USD","09:18 WIB","Negative"
"14 Januari 2019","Vale Indonesia Tawarkan Saham ke Pemerintah hingga Tarif Listrik Tak Naik di 2019","09:05 WIB","Positive"
"14 Januari 2019","Harga Emas Antam Stagnan di Rp660.000/Gram","08:51 WIB","Positive"
"14 Januari 2019","Awal Pekan, IHSG Diprediksi Menguat di Level 6.300-6.380","08:15 WIB","Positive"
"14 Januari 2019","Jadi Andalan Lifting Minyak, Produksi Blok Cepu Capai 220.000 Barel/Hari","08:01 WIB","Positive"
"14 Januari 2019","Penurunan Harga Tiket Pesawat Kembali Gairahkan Wisata Nusantara","07:41 WIB","Positive"
"14 Januari 2019","Harga Tiket Pesawat Turun hingga 60%","07:14 WIB","Positive"
"14 Januari 2019","Meraup Untung dari Bisnis Kue Bermodal Rp2 Jutaan, Begini Perhitungannya!","05:16 WIB","Neutral"
"15 Januari 2019","Neraca Dagang Defisit, Menko Darmin Akui Sulit Tekan Impor Migas","21:54 WIB","Negative"
"15 Januari 2019","Harga Avtur Penerbangan Internasional Lebih Murah","20:40 WIB","Positive"
"15 Januari 2019","Komisi VII Akan Bentuk Pansus Divestasi Saham Freeport","20:28 WIB","Positive"
"15 Januari 2019","DPR Minta KPK Turun Tangan Selidiki Pembelian Saham Freeport","19:22 WIB","Positive"
"15 Januari 2019","YLKI: Bagasi Berbayar Jangan Lebihi Harga Tiket Pesawat","18:58 WIB","Negative"
"15 Januari 2019","Mendag Sebut Perpanjangan GSP Untungkan Indonesia-AS","17:15 WIB","Positive"
"15 Januari 2019","Rupiah Semakin Kuat ke Level Rp14.090 per USD","17:04 WIB","Positive"
"15 Januari 2019","IHSG Meroket 1,14% ke 6.408","16:21 WIB","Positive"
"15 Januari 2019","DPR Panggil ESDM dan Bos Inalum Bahas Kesuksesan Divestasi Saham Freeport","16:12 WIB","Positive"
"15 Januari 2019","Harga Beras hingga Rokok Jadi Pemicu Utama Kemiskinan","16:07 WIB","Negative"
"15 Januari 2019","Ombudsman: Kenaikan Harga Tiket Pesawat Tidak Melanggar Aturan","15:22 WIB","Positive"
"15 Januari 2019","Penjualan Listrik Naik, PLN Raup Laba Rp9,6 Triliun","14:24 WIB","Positive"
"15 Januari 2019","Perusahaan Properti Terbesar Asia Beli Anak Usaha Temasek Rp114,2 Triliun","14:04 WIB","Positive"
"15 Januari 2019","Provident Agro Buyback Saham Rp38,48 Miliar","13:44 WIB","Positive"
"15 Januari 2019","Patok Harga IPO Rp180, Citra Putra Realty Kantongi Rp93,6 Miliar","13:40 WIB","Positive"
"15 Januari 2019","Andalkan Proyek Pemerintah, WIKA Gedung Bidik Kontrak Rp22,78 Triliun","13:17 WIB","Positive"
"15 Januari 2019","Serap Rp61,80 Miliar dari Rights Issue, Duta Intidaya Fokus Kembangkan Bisnis E-Commerce","13:14 WIB","Positive"
"15 Januari 2019","Arwana Citramulia Buyback 9,29 Juta Saham","13:11 WIB","Positive"
"15 Januari 2019","Anjlok hingga 70,1%, BEI Pantau Pergerakan Saham Cottonindo Ariesta","13:06 WIB","Negative"
"15 Januari 2019","IHSG Menguat 15 Poin ke 6.351 Siang Ini","12:16 WIB","Positive"
"15 Januari 2019","Saham Hero Supermarket Anjlok Pasca-Tutup Gerai dan PHK Karyawan","12:11 WIB","Negative"
"15 Januari 2019","BPS: Impor Desember Turun 9,60% Jadi USD15,28 Miliar","11:57 WIB","Positive"
"15 Januari 2019","BI: Investasi Dorong Pertumbuhan Kinerja Industri Pengolahan","11:40 WIB","Positive"
"15 Januari 2019","Turun 4,89%, Ekspor Desember 2018 Capai USD14,83 Miliar","11:30 WIB","Negative"
"15 Januari 2019","Pesawat Terpanjang di Dunia Siap Terbang 2020","10:52 WIB","Neutral"
"15 Januari 2019","Blok Cepu Jadi Penyumbang Minyak Terbesar RI","09:54 WIB","Positive"
"15 Januari 2019","Harga Emas Antam Masih Dijual Rp660.000/Gram","09:38 WIB","Positive"
"15 Januari 2019","Dolar Lesu, Rupiah Menguat ke Rp14.080/USD","09:31 WIB","Positive"
"15 Januari 2019","IHSG Balik Menguat, Naik 15 Poin ke 6.351","09:19 WIB","Positive"
"15 Januari 2019","IHSG Berpotensi Rebound ke Level 6.300-6.400","08:21 WIB","Positive"
"15 Januari 2019","Harga Emas Berjangka Naik di Tengah Lesunya Dolar dan Pasar Saham AS","08:07 WIB","Negative"
"15 Januari 2019","Perdagangan China Melemahkan Harga Minyak Lebih dari 2%","07:59 WIB","Positive"
"15 Januari 2019","Dolar AS Melemah Jelang Keputusan Brexit","07:46 WIB","Positive"
"15 Januari 2019","Wall Street Turun Terbebani Anjloknya Ekspor China","07:35 WIB","Negative"
"16 Januari 2019","Lampaui Target, Penerimaan Negara dari Hulu Migas Capai Rp246,7 Triliun","20:42 WIB","Positive"
"16 Januari 2019","Sri Mulyani Sebut Impor Minyak Pertamina Tumbuh 13,5%","20:27 WIB","Negative"
"16 Januari 2019","Ekonomi RI Bisa Tumbuh 5,2% dan Inflasi 3% pada 2019","18:54 WIB","Positive"
"16 Januari 2019","Penjelasan Bos BI Kenapa Rupiah Bisa Tekan Dolar AS","18:48 WIB","Positive"
"16 Januari 2019","Pengusaha Thailand Incar Peluang Investasi di RI","17:30 WIB","Positive"
"16 Januari 2019","Dolar AS Lebih Kuat, Rupiah Terlempar ke Rp14.127 per USD","17:03 WIB","Negative"
"16 Januari 2019","Mentan Amran: Stok Pangan Aman, Harga Terkendali, Mafia Dilibas","16:53 WIB","Positive"
"16 Januari 2019","IHSG Cuma Naik 4 Poin ke 6.413","16:18 WIB","Positive"
"16 Januari 2019","Bahas Ekonomi 2019, Sri Mulyani Cs Sambangi DPR","15:50 WIB","Positive"
"16 Januari 2019","Anggaran KESDM 2019 Rp4,98 Triliun, Terbesar untuk Infrastruktur","15:24 WIB","Positive"
"16 Januari 2019","ASDP Siapkan Rp2,2 Triliun Beli Kapal Baru","15:23 WIB","Positive"
"16 Januari 2019","Cerita Presiden Jokowi Ketika Bisnisnya Dikalahkan Anak-anaknya","15:11 WIB","Neutral"
"16 Januari 2019","Presiden Beri Modal BP Tapera Rp2,5 Triliun","14:20 WIB","Positive"
"16 Januari 2019","Habiskan Rp460,38 Miliar, Tower Bersama Buyback 96,21 Juta Saham","14:07 WIB","Positive"
"16 Januari 2019","Mendag Sebut Tingginya Impor Nonmigas Dorong Pembangunan dan Investasi","14:07 WIB","Positive"
"16 Januari 2019","Cikarang Listrindo Realisasikan Buyback 17,8 Juta Saham","13:59 WIB","Positive"
"16 Januari 2019","Oki Pulp&Paper Rilis Surat Utang Jangka Menengah Rp300 Miliar","13:49 WIB","Negative"
"16 Januari 2019","Taksi Express Jual Tanah Rp112,15 Miliar demi Lunasi Utang","13:44 WIB","Positive"
"16 Januari 2019","Pasang Harga IPO Rp103, Nusantara Properti Raup Dana Rp200 Miliar","13:30 WIB","Positive"
"16 Januari 2019","KINO Akuisisi Saham Kino Food Senilai Rp74,88 Miliar","13:25 WIB","Positive"
"16 Januari 2019","IHSG Menguat Tipis ke 6.420 di Jeda Sesi I","12:31 WIB","Positive"
"16 Januari 2019","Facebook Investasi Rp4,3 Triliun untuk Program Berita hingga Konten","12:05 WIB","Positive"
"16 Januari 2019","Naik Seribu, Harga Emas Antam Dijual Rp661.000/Gram","09:35 WIB","Negative"
"16 Januari 2019","Rupiah Tertekan 0,46% ke Rp14.155 per USD","09:27 WIB","Negative"
"16 Januari 2019","Dibuka Menguat, IHSG Terus Melaju ke 6.419","09:19 WIB","Positive"
"16 Januari 2019","Menteri Jonan Minta Harga Avtur Pertamina Lebih Murah Dibanding Negara Lain","08:47 WIB","Positive"
"16 Januari 2019","IHSG Diprediksi Menguat ke 6.420, Simak Rekomendasi Saham Hari Ini","08:23 WIB","Positive"
"16 Januari 2019","Harga Emas Tertekan Penguatan Dolar dan Pasar Saham AS","07:54 WIB","Positive"
